vmTypeId,core,memory
92,0.15384615384615385,0.1991111111111111
93,0.009615384615384616,0.0035555555555555557
94,0.019230769230769232,0.0071111111111111115
95,0.038461538461538464,0.014222222222222223
96,0.07692307692307693,0.028444444444444446
97,0.15384615384615385,0.05688888888888889
98,0.009615384615384616,0.0071111111111111115
99,0.019230769230769232,0.014222222222222223
100,0.038461538461538464,0.028444444444444446
101,0.07692307692307693,0.05688888888888889
102,0.15384615384615385,0.11377777777777778
103,0.3076923076923077,0.22755555555555557
104,0.009615384615384616,0.0071111111111111115
105,0.019230769230769232,0.014222222222222223
106,0.038461538461538464,0.028444444444444446
107,0.07692307692307693,0.05688888888888889
108,0.15384615384615385,0.11377777777777778
109,0.3076923076923077,0.22755555555555557
110,0.0033653846153846156,0.0035555555555555557
111,0.0033653846153846156,0.0035555555555555557
112,0.0033653846153846156,0.0035555555555555557
113,0.006730769230769231,0.0071111111111111115
114,0.006730769230769231,0.0071111111111111115
115,0.006730769230769231,0.028444444444444446
116,0.006730769230769231,0.0071111111111111115
117,0.013461538461538462,0.014222222222222223
118,0.013461538461538462,0.05688888888888889
119,0.013461538461538462,0.014222222222222223
120,0.026923076923076925,0.11377777777777778
121,0.026923076923076925,0.028444444444444446
122,0.009615384615384616,0.014222222222222223
123,0.019230769230769232,0.028444444444444446
124,0.038461538461538464,0.05688888888888889
125,0.07692307692307693,0.11377777777777778
126,0.15384615384615385,0.22755555555555557
127,0.23076923076923078,0.3413333333333333
128,0.3076923076923077,0.45511111111111113
129,0.009615384615384616,0.014222222222222223
130,0.019230769230769232,0.028444444444444446
131,0.038461538461538464,0.05688888888888889
132,0.07692307692307693,0.11377777777777778
133,0.15384615384615385,0.22755555555555557
134,0.3076923076923077,0.45511111111111113
135,0.009615384615384616,0.014222222222222223
136,0.009615384615384616,0.014222222222222223
137,0.019230769230769232,0.028444444444444446
138,0.019230769230769232,0.028444444444444446
139,0.038461538461538464,0.05688888888888889
140,0.038461538461538464,0.05688888888888889
141,0.07692307692307693,0.11377777777777778
142,0.038461538461538464,0.22755555555555557
143,0.07692307692307693,0.22755555555555557
144,0.15384615384615385,0.22755555555555557
145,0.23076923076923078,0.3413333333333333
146,0.07692307692307693,0.45511111111111113
147,0.15384615384615385,0.45511111111111113
148,0.3076923076923077,0.45511111111111113
149,0.009615384615384616,0.014222222222222223
150,0.019230769230769232,0.028444444444444446
151,0.038461538461538464,0.05688888888888889
152,0.07692307692307693,0.11377777777777778
153,0.15384615384615385,0.22755555555555557
154,0.3076923076923077,0.45511111111111113
155,0.009615384615384616,0.028444444444444446
156,0.019230769230769232,0.05688888888888889
157,0.038461538461538464,0.11377777777777778
158,0.07692307692307693,0.22755555555555557
159,0.09615384615384616,0.28444444444444444
160,0.15384615384615385,0.45511111111111113
161,0.23076923076923078,0.6826666666666666
162,0.3076923076923077,0.768
163,0.009615384615384616,0.028444444444444446
164,0.019230769230769232,0.05688888888888889
165,0.038461538461538464,0.11377777777777778
166,0.07692307692307693,0.22755555555555557
167,0.15384615384615385,0.45511111111111113
168,0.3076923076923077,0.768
169,0.009615384615384616,0.028444444444444446
170,0.009615384615384616,0.05688888888888889
171,0.019230769230769232,0.05688888888888889
172,0.009615384615384616,0.11377777777777778
173,0.019230769230769232,0.11377777777777778
174,0.038461538461538464,0.11377777777777778
175,0.019230769230769232,0.22755555555555557
176,0.038461538461538464,0.22755555555555557
177,0.07692307692307693,0.22755555555555557
178,0.09615384615384616,0.28444444444444444
179,0.038461538461538464,0.45511111111111113
180,0.07692307692307693,0.45511111111111113
181,0.15384615384615385,0.45511111111111113
182,0.23076923076923078,0.6826666666666666
183,0.07692307692307693,0.768
184,0.15384615384615385,0.768
185,0.3076923076923077,0.768
186,0.009615384615384616,0.028444444444444446
187,0.019230769230769232,0.05688888888888889
188,0.038461538461538464,0.11377777777777778
189,0.07692307692307693,0.22755555555555557
190,0.15384615384615385,0.45511111111111113
191,0.3076923076923077,0.768
206,0.19230769230769232,0.24888888888888888
207,0.19230769230769232,0.24888888888888888
208,0.19230769230769232,0.24888888888888888
246,0.19230769230769232,0.24888888888888888
278,0.19230769230769232,0.24888888888888888
279,0.19230769230769232,0.24888888888888888
377,0.5,0.896
378,0.5,0.896
379,0.5,0.896
380,0.009615384615384616,0.019555555555555555
381,0.019230769230769232,0.03911111111111111
382,0.038461538461538464,0.07751041666666666
383,0.07692307692307693,0.15502083333333333
384,0.11538461538461539,0.2325347222222222
385,0.15384615384615385,0.3100451388888889
386,0.19230769230769232,0.38755555555555554
387,0.3076923076923077,0.6200902777777778
388,0.38461538461538464,0.7751111111111111
389,0.46153846153846156,0.896
390,0.5,0.896
391,0.5,0.896
392,0.009615384615384616,0.028444444444444446
393,0.019230769230769232,0.05688888888888889
394,0.038461538461538464,0.11377777777777778
395,0.07692307692307693,0.22755555555555557
396,0.09615384615384616,0.28444444444444444
397,0.15384615384615385,0.45511111111111113
398,0.23076923076923078,0.6826666666666666
399,0.3076923076923077,0.896
400,0.3076923076923077,0.896
401,0.009615384615384616,0.028444444444444446
402,0.019230769230769232,0.05688888888888889
403,0.038461538461538464,0.11377777777777778
404,0.07692307692307693,0.22755555555555557
405,0.09615384615384616,0.28444444444444444
406,0.15384615384615385,0.45511111111111113
407,0.23076923076923078,0.6826666666666666
408,0.3076923076923077,0.896
409,0.009615384615384616,0.028444444444444446
410,0.009615384615384616,0.05688888888888889
411,0.019230769230769232,0.05688888888888889
412,0.009615384615384616,0.11377777777777778
413,0.019230769230769232,0.11377777777777778
414,0.038461538461538464,0.11377777777777778
415,0.019230769230769232,0.22755555555555557
416,0.038461538461538464,0.22755555555555557
417,0.07692307692307693,0.22755555555555557
418,0.09615384615384616,0.28444444444444444
419,0.038461538461538464,0.45511111111111113
420,0.07692307692307693,0.45511111111111113
421,0.15384615384615385,0.45511111111111113
422,0.23076923076923078,0.6826666666666666
423,0.07692307692307693,0.896
424,0.15384615384615385,0.896
425,0.3076923076923077,0.896
426,0.3076923076923077,0.896
427,0.38461538461538464,0.896
428,0.009615384615384616,0.028444444444444446
429,0.009615384615384616,0.05688888888888889
430,0.019230769230769232,0.05688888888888889
431,0.009615384615384616,0.11377777777777778
432,0.019230769230769232,0.11377777777777778
433,0.038461538461538464,0.11377777777777778
434,0.019230769230769232,0.22755555555555557
435,0.038461538461538464,0.22755555555555557
436,0.07692307692307693,0.22755555555555557
437,0.09615384615384616,0.28444444444444444
438,0.038461538461538464,0.45511111111111113
439,0.07692307692307693,0.45511111111111113
440,0.15384615384615385,0.45511111111111113
441,0.23076923076923078,0.6826666666666666
442,0.07692307692307693,0.896
443,0.15384615384615385,0.896
444,0.3076923076923077,0.896
445,0.38461538461538464,0.896
446,0.009615384615384616,0.014222222222222223
447,0.019230769230769232,0.028444444444444446
448,0.038461538461538464,0.05688888888888889
449,0.07692307692307693,0.11377777777777778
450,0.15384615384615385,0.22755555555555557
451,0.23076923076923078,0.3413333333333333
452,0.3076923076923077,0.45511111111111113
453,0.009615384615384616,0.014222222222222223
454,0.019230769230769232,0.028444444444444446
455,0.038461538461538464,0.05688888888888889
456,0.07692307692307693,0.11377777777777778
457,0.15384615384615385,0.22755555555555557
458,0.23076923076923078,0.3413333333333333
459,0.3076923076923077,0.45511111111111113
460,0.009615384615384616,0.014222222222222223
461,0.019230769230769232,0.028444444444444446
462,0.038461538461538464,0.05688888888888889
463,0.07692307692307693,0.11377777777777778
464,0.15384615384615385,0.22755555555555557
465,0.23076923076923078,0.3413333333333333
466,0.3076923076923077,0.45511111111111113
467,0.009615384615384616,0.014222222222222223
468,0.019230769230769232,0.028444444444444446
469,0.038461538461538464,0.05688888888888889
470,0.07692307692307693,0.11377777777777778
471,0.15384615384615385,0.22755555555555557
472,0.23076923076923078,0.3413333333333333
473,0.3076923076923077,0.45511111111111113
